"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Нельзя взять уже взятую книгу","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Поиск книг по названию","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Пользователь без взятых книг возвращает пустой список","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Поиск книг по ISBN","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","1","Взять книгу успешно","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Пользователь берёт книгу","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Нельзя удалить пользователя с взятыми книгами","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Удаление несуществующей книги вызывает ошибку","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Добавить книгу в библиотеку","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Удалить пользователя без книг","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Нельзя вернуть книгу, взятую другим пользователем","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Пустая библиотека имеет 0 книг и 0 пользователей","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Вернуть книгу успешно","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Создание книги","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Строковое представление библиотеки","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","1","Нельзя удалить взятую книгу","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Нельзя выдать уже выданную книгу","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Пользователь не может взять ту же книгу дважды","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Нельзя вернуть книгу, которую не брал","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Получить взятые книги","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Удалить книгу из библиотеки","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","1","Регистрация дубликата вызывает ошибку","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Получить книги, взятые конкретным пользователем","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Нельзя вернуть книгу, которая не была взята","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Нельзя выдать одну книгу дважды одному пользователю","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Поиск книг по автору","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Создание пользователя","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Зарегистрировать нового пользователя","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Выдать книгу успешно","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Получить доступные книги","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Вернуть взятую книгу","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Нельзя выдать несуществующую книгу","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","0","Пользователь возвращает книгу","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
"","1","Возврат доступной книги ничего не делает","","Thu Apr 30 05:21:58 UTC 2026","passed","Thu Apr 30 05:21:58 UTC 2026","","test_library","",""
